SlNo,State,District,Latitude,Longitude,event_date
1242,Arunachal Pradesh,Tawang,27.587417,91.886944,2016-04-15
1254,Arunachal Pradesh,Tawang,27.591806411743164,91.865028,2016-04-15
1258,Arunachal Pradesh,Tawang,27.593139,91.873889,2016-04-15
1246,Arunachal Pradesh,Tawang,27.58941650390625,91.861444,2016-04-16
1259,Arunachal Pradesh,Tawang,27.593361,91.879444,2016-04-16
793,Assam,Kamrup,26.14988889,91.77394444,2025-04-24
794,Assam,Kamrup,26.10891667,91.74175262451172,2012-06-15
795,Assam,Kamrup,26.12911111,91.74911111,2012-06-18
796,Assam,Kamrup,26.15333333,91.77711111,2012-06-18
797,Assam,Kamrup,26.15052778,91.72766667,2012-06-20
798,Assam,Kamrup,26.16405556,91.72827778,2012-06-19
18716,Manipur,Tamenglong,24.81722068786621,93.51721954345705,2007-06-09
19019,Manipur,Tamenglong,24.99694061279297,93.5022201538086,2007-08-21
19675,Meghalaya,Jaintia Hills,25.12186050415039,92.388583,2007-07-24
20108,Meghalaya,West Garo Hills,25.51028060913086,90.21678161621094,2007-07-20
20524,Meghalaya,West Khasi Hills,25.36497222,91.02411111,2012-04-24
20525,Meghalaya,Jaintia Hills,25.26361111,92.38557778,2012-06-19
20526,Meghalaya,Jaintia Hills,25.26005556,92.38863889,2012-06-19
20527,Meghalaya,Jaintia Hills,25.14702778,92.37883333,2012-06-19
20528,Meghalaya,Jaintia Hills,25.14702778,92.37883333,2012-06-19
20529,Meghalaya,Jaintia Hills,25.14341667,92.37805556,2012-06-19
20530,Meghalaya,Jaintia Hills,25.13427778,92.38511111,2012-06-19
20531,Meghalaya,Jaintia Hills,25.09022222,92.35805556,2012-06-19
20532,Meghalaya,Jaintia Hills,25.09055556,92.35972222,2012-06-19
20511,Meghalaya,East Khasi Hills,25.57711111,91.88141667,2010-08-20
20521,Meghalaya,Jaintia Hills,25.05108333,92.40219444,2010-04-15
20533,Meghalaya,Jaintia Hills,25.08772222,92.36086111,2012-06-19
20522,Meghalaya,Jaintia Hills,25.04305556,92.42041667,2010-04-15
20534,Meghalaya,Ri-Bhoi,26.00361111,92.86361111,2012-07-19
20523,Meghalaya,Jaintia Hills,25.04222222,92.44127778,2010-04-15
20535,Meghalaya,West Khasi Hills,25.53086111,91.29780556,2012-08-14
20512,Meghalaya,East Khasi Hills,25.56183333,91.86855556,2010-06-21
20513,Meghalaya,East Khasi Hills,25.57188889,91.90127778,2010-06-21
20514,Meghalaya,East Khasi Hills,25.56852778,91.89219444,2010-06-21
20517,Meghalaya,Jaintia Hills,25.13561111,92.38050079345705,2010-04-15
20518,Meghalaya,Jaintia Hills,25.13486111,92.38200378417967,2010-04-15
20519,Meghalaya,Jaintia Hills,25.12383333,92.38519444,2010-04-15
20520,Meghalaya,Jaintia Hills,25.07533333,92.36341667,2010-04-15
19578,Manipur,Ri-Bhoi,25.67469444,91.88652778,2011-06-19
19582,Manipur,Tamenglong,24.86469444,93.62116667,2010-06-01
19583,Manipur,Tamenglong,24.86297222,93.62397222,2010-06-01
19584,Manipur,Tamenglong,24.73133333,93.92738889,2010-03-21
23976,Mizoram,Aizawl,23.70213889,92.71822222,2011-05-15
24968,Nagaland,Tuensang,25.899999618530273,94.78916931152344,2009-06-14
24950,Nagaland,Tuensang,25.886669158935547,94.78639221191406,2009-06-14
25487,Nagaland,Tuensang,26.34416961669922,94.83332824707033,2009-06-13
25970,Nagaland,Tuensang,26.22633333,94.81302778,2012-06-15
25971,Nagaland,Tuensang,26.22480556,94.81236111,2012-06-26
25972,Nagaland,Tuensang,26.26336111,94.81563889,2012-06-23
25973,Nagaland,Tuensang,26.18302778,94.81619444,2012-05-18
25975,Nagaland,Kohima,25.68002778,94.07266667,2012-07-22
25976,Nagaland,Kohima,25.67005556,94.11299896240234,2012-07-24
25977,Nagaland,Kohima,25.68436111,94.20497222,2012-07-30
25979,Nagaland,Kohima,25.67275047302246,94.21136111,2012-08-01
26897,Tripura,Dhalai,23.899999618530273,91.75622222,2010-05-27
22921,Mizoram,Aizawl,23.73053889,92.716019,2018-06-15
25781,Nagaland,Chumoukedima,25.7802266,93.93616485595705,2024-08-27
25782,Nagaland,Chumoukedima,25.7746019,93.9148756,2024-08-27
20488,Meghalaya,East Khasi Hills,25.5667327,91.9146185,2024-09-27
20486,Meghalaya,West Jaintia Hills,25.47704743,92.16831285,2020-05-18
20489,Meghalaya,West Jaintia Hills,25.28422636,92.11294194,2020-06-19
25786,Nagaland,Kohima,25.623067,94.114196,2025-06-30
20603,Meghalaya,East Khasi Hills,25.65057222,91.89351389,2024-06-25
20609,Meghalaya,Eastern-West Khasi Hill,25.65443889,91.62390833,2025-05-23
20610,Meghalaya,Eastern-West Khasi Hill,25.65443889,91.63345833,2025-05-23
20611,Meghalaya,Eastern-West Khasi Hill,25.65977222,91.63440556,2025-05-23
20613,Meghalaya,East Khasi Hills,25.65341111,91.89819444,2024-06-24
20615,Meghalaya,Ri-Bhoi,25.67032222,91.90487222,2025-05-23
20618,Meghalaya,East Khasi Hills,25.30127778,91.92198889,2025-05-23
19601,Manipur,Noney,24.863924026489254,93.617853,2025-05-29
20595,Meghalaya,South West Khasi Hills,25.37129167,91.48003056,2024-06-08
20607,Meghalaya,East Khasi Hills,25.34508889,91.60050278,2024-05-21
20605,Meghalaya,East Khasi Hills,25.44693056,91.74096667,2024-05-21
20604,Meghalaya,East Khasi Hills,25.64887222,91.89692778,2024-06-25
20602,Meghalaya,East Khasi Hills,25.641242,91.894137,2024-06-25
20597,Meghalaya,West Khasi Hills,25.531739,91.296177,2024-06-25
842,Assam,Kamrup,25.757752,91.252285,2014-07-10
844,Assam,Kamrup,25.872268,91.213965,2014-09-16
845,Assam,Kamrup,26.2272613,91.6922458,2008-12-19
847,Assam,Kamrup,26.246980667114254,91.964383,2025-06-28
850,Assam,Dima Hasao,25.64851188659668,93.121528,2025-05-29
20625,Meghalaya,Ri-Bhoi,25.68591944,91.90256667,2024-06-23
20626,Meghalaya,Ri-Bhoi,25.71165556,91.89512778,2025-05-23
20627,Meghalaya,Ri-Bhoi,25.75297778,91.88535278,2025-05-23
20628,Meghalaya,Ri-Bhoi,25.79744444,91.87408611,2024-06-07
20630,Meghalaya,West Khasi Hills,25.62269444,91.16914444,2024-06-25
20632,Meghalaya,West Khasi Hills,25.66156667,91.13485278,2024-06-25
20633,Meghalaya,Eastern-West Khasi Hill,25.69150833,91.64160833,2025-05-22
20638,Meghalaya,Eastern-West Khasi Hill,25.69683611,91.64485556,2024-07-30
20647,Meghalaya,Eastern-West Khasi Hill,25.6900691986084,91.6708526611328,2025-06-04
20648,Meghalaya,Eastern-West Khasi Hill,25.733262,91.675754,2025-06-04
20649,Meghalaya,Eastern-West Khasi Hill,25.762051,91.658959,2024-05-22
20651,Meghalaya,Eastern-West Khasi Hill,25.791616439819336,91.658242,2024-05-22
20655,Meghalaya,South West Garo Hills,25.56742286682129,89.979711,2026-07-06
1938,Arunachal Pradesh,Papum Pare,27.105253219604492,93.825399,2024-06-11
1120,Arunachal Pradesh,Lower Subansiri,27.339267,93.802581,2016-07-09
1103,Arunachal Pradesh,Lower Subansiri,27.307071685791016,93.806008,2016-07-10
999,Arunachal Pradesh,Lower Subansiri,27.193425,93.780983,2016-07-09
1082,Arunachal Pradesh,Lower Subansiri,27.294885635375977,93.803328,2016-07-10
1049,Arunachal Pradesh,Lower Subansiri,27.254756,93.801303,2016-07-10
1042,Arunachal Pradesh,Lower Subansiri,27.246131,93.804711,2016-07-10
1033,Arunachal Pradesh,Lower Subansiri,27.23995018005371,93.806589,2016-07-10
1218,Arunachal Pradesh,Tawang,27.58741667,91.88694444,2016-04-15
1241,Arunachal Pradesh,Tawang,27.587417,91.886944,2016-04-15
1264,Arunachal Pradesh,Tawang,27.596639,91.878972,2016-04-16
1265,Arunachal Pradesh,Tawang,27.596639,91.878972,2016-04-16
878,Arunachal Pradesh,West Kameng,27.018342,92.6355972290039,2016-06-24
800,Assam,Kamrup,26.158193,91.755807,2025-05-30
35,Assam,Karimganj,24.710832595825195,92.481167,2010-05-27
474,Assam,Kamrup,26.11266708374023,91.853889,2018-08-17
243,Assam,Dima Hasao,25.229556,93.15560150146484,2010-03-26
521,Assam,Dima Hasao,26.20261001586914,91.14527893066406,2009-08-13
30,Assam,Cachar,24.645417,93.005361,2016-08-24
36,Assam,Cachar,24.721920013427734,92.90380859375,2020-05-29
808,Assam,Dima Hasao,25.366254806518555,92.823037,2022-05-07
664,Assam,Dima Hasao,25.164270401000977,92.99787902832033,2022-05-08
805,Assam,Dima Hasao,25.117665,92.847709,2022-05-07
623,Assam,Dima Hasao,25.167360305786133,93.00952911376952,2022-05-08
632,Assam,Dima Hasao,25.165790557861328,93.00948333740234,2022-05-07
633,Assam,Dima Hasao,25.15859031677246,93.0129165649414,2022-05-07
624,Assam,Dima Hasao,25.16023063659668,93.0108413696289,2022-05-07
787,Assam,Dima Hasao,25.17622947692871,93.01325988769533,2022-05-07
785,Assam,Dima Hasao,25.189189910888672,93.02117919921876,2022-05-08
779,Assam,Dima Hasao,25.17136001586914,93.01101684570312,2022-05-07
647,Assam,Dima Hasao,25.168039321899418,93.02503204345705,2022-05-07
640,Assam,Dima Hasao,25.15555953979492,93.021583,2022-05-07
783,Assam,Dima Hasao,25.17741584777832,93.00975036621094,2022-05-09
655,Assam,Dima Hasao,25.174829483032227,93.019861,2022-05-08
656,Assam,Dima Hasao,25.1568056,93.019722,2022-05-06
667,Assam,Dima Hasao,25.165529251098633,93.02172088623048,2022-05-08
666,Assam,Dima Hasao,25.162667,93.009806,2022-05-07
722,Assam,Dima Hasao,25.17638889,93.11613889,2016-05-15
672,Assam,Dima Hasao (N.C. Hills),25.15713889,93.01719444,2016-05-20
643,Assam,Dima Hasao (N.C. Hills),25.24194444,93.14319444,2016-05-15
683,Assam,Dima Hasao (N.C. Hills),25.14872222,93.03191667,2016-05-10
8,Assam,Hailakandi,24.478972,92.682861,2016-05-10
776,Assam,Kamrup (Metro),26.191600799560547,91.8036117553711,2022-06-09
762,Assam,Kamrup (Metro),26.17672222,91.76525115966795,2017-06-06
731,Assam,Kamrup (Metro),26.15805556,91.71258333,2019-07-09
730,Assam,Kamrup (Metro),26.19236111,91.78080556,2019-07-03
773,Assam,Kamrup (Metro),26.19330556,91.77725219726562,2020-06-21
504,Assam,Kamrup (Metro),26.177560806274418,91.7658920288086,2017-06-06
490,Assam,Kamrup (Metro),26.154279708862305,91.79264068603516,2017-06-06
503,Assam,Kamrup (Metro),26.176719665527344,91.76525115966795,2017-06-06
18354,Manipur,Chandel,24.406389236450195,94.06582641601562,2007-08-31
19515,Manipur,Senapati,25.472169876098633,94.15432739257812,2007-09-02
19016,Manipur,Tamenglong,24.993059158325195,93.49749755859376,2007-08-21
18803,Manipur,Tamenglong,24.848329544067383,93.45916748046876,2008-06-12
18759,Manipur,Tamenglong,24.832780838012695,93.4633331298828,2008-06-24
18718,Manipur,Tamenglong,24.817779541015625,93.51583099365234,2007-09-03
18997,Manipur,Tamenglong,24.98611068725586,93.50582885742188,2007-08-17
19011,Manipur,Tamenglong,24.99082946777344,93.50582885742188,2007-08-21
19012,Manipur,Tamenglong,24.99082946777344,93.50582885742188,2007-08-21
20504,Meghalaya,East Jaintia Hills,25.04805374145508,92.409245,2025-05-04
20606,Meghalaya,East Khasi Hills,25.41384722,91.67856111,2024-05-21
20612,Meghalaya,East Khasi Hills,25.65308889,91.89803889,2024-06-24
20600,Meghalaya,East Khasi Hills,25.630403,91.8899195,2024-05-21
20601,Meghalaya,East Khasi Hills,25.630858,91.887601,2024-05-21
20499,Meghalaya,East Khasi Hills,25.465167,91.824944,2025-05-23
20501,Meghalaya,East Khasi Hills,25.43480556,91.85952778,2025-05-23
20502,Meghalaya,East Khasi Hills,25.48716667,91.81936111,2025-05-23
20503,Meghalaya,East Khasi Hills,25.45689582824707,91.826145,2025-05-23
20593,Meghalaya,Eastern-West Khasi Hill,25.55256111,91.61870278,2024-06-21
20622,Meghalaya,South West Khasi Hills,25.28247222,91.36413333,2025-05-23
20634,Meghalaya,Eastern-West Khasi Hill,25.69517778,91.64123611,2025-05-23
20635,Meghalaya,Eastern-West Khasi Hill,25.69688611,91.64176667,2025-06-18
20636,Meghalaya,Eastern-West Khasi Hill,25.70087778,91.642902,2024-10-01
20637,Meghalaya,Eastern-West Khasi Hill,25.69866667,91.64517222,2024-07-30
20639,Meghalaya,Eastern-West Khasi Hill,25.69523333,91.64426944,2025-05-23
20640,Meghalaya,Eastern-West Khasi Hill,25.69463611,91.64577778,2025-05-23
20642,Meghalaya,Eastern-West Khasi Hill,25.68690556,91.64915278,2025-05-21
20646,Meghalaya,Eastern-West Khasi Hill,25.68822222,91.66746111,2025-06-04
20650,Meghalaya,Eastern-West Khasi Hill,25.77093505859375,91.656497,2024-05-22
20652,Meghalaya,Eastern-West Khasi Hill,25.803983688354492,91.659801,2024-08-21
20614,Meghalaya,Ri-Bhoi,25.663150787353516,91.90180278,2025-05-23
20616,Meghalaya,Ri-Bhoi,25.67517222,91.89830017089844,2024-06-23
20620,Meghalaya,Ri-Bhoi,25.67761389,91.89865833,2025-05-23
20624,Meghalaya,Ri-Bhoi,25.68255833,91.90111389,2024-06-23
20629,Meghalaya,Ri-Bhoi,25.80725833,91.87509444,2024-07-07
20608,Meghalaya,South West Khasi Hills,25.619397,91.6170425415039,2025-05-23
20623,Meghalaya,South West Khasi Hills,25.28090556,91.36584722,2025-05-23
20491,Meghalaya,South West Khasi Hills,25.29966926574707,91.4610824584961,2024-06-08
20492,Meghalaya,South West Khasi Hills,25.29667091369629,91.4598617553711,2024-06-10
20493,Meghalaya,South West Khasi Hills,25.29750061035156,91.461669921875,2024-06-10
20495,Meghalaya,South West Khasi Hills,25.297779083251953,91.459716796875,2024-06-08
20494,Meghalaya,South West Khasi Hills,25.29738998413086,91.4620132446289,2024-06-10
20598,Meghalaya,West Khasi Hills,25.540056228637695,91.314142,2024-06-25
20599,Meghalaya,East Khasi Hills,25.62790278,91.88801944,2024-05-21
20631,Meghalaya,West Khasi Hills,25.61276111,91.17375278,2024-06-25
19995,Meghalaya,East Jaintia Hills,25.37539167,92.431275,2024-05-21
20581,Meghalaya,East Khasi Hills,25.44835090637207,91.59150278,2022-06-08
20582,Meghalaya,East Khasi Hills,25.44743611,91.59103889,2022-06-08
20583,Meghalaya,East Khasi Hills,25.44716111,91.59067778,2022-06-08
19885,Meghalaya,East Khasi Hills,25.28236861,91.73874417,2024-05-23
20587,Meghalaya,East Khasi Hills,25.35861111,91.97208333,2022-03-28
20588,Meghalaya,East Khasi Hills,25.35908333,91.97433333,2022-03-28
20547,Meghalaya,East Khasi Hills,25.23211111,91.37252778,2019-06-20
20548,Meghalaya,East Khasi Hills,25.22194444,91.38422222,2019-06-20
20551,Meghalaya,East Khasi Hills,25.18688889,91.39855556,2019-06-20
20350,Meghalaya,Ri-Bhoi,25.663444,91.915944,2017-06-10
20578,Meghalaya,West Garo Hills,25.38163333,90.06033889,2022-06-02
20575,Meghalaya,South Garo Hills,25.36103333,91.64700833,2022-06-10
20579,Meghalaya,South Garo Hills,25.45939722,90.70860278,2022-06-10
20580,Meghalaya,South Garo Hills,25.45903056,90.70813333,2022-06-10
20577,Meghalaya,South Garo Hills,25.21022222,90.63220278,2022-06-10
20553,Meghalaya,West Jaintia Hills,25.44233333,92.19447222,2020-05-19
20554,Meghalaya,West Jaintia Hills,25.44177778,92.19558333,2020-05-19
20557,Meghalaya,West Jaintia Hills,25.43505556,92.19836111,2020-05-19
20559,Meghalaya,West Jaintia Hills,25.45075035095215,92.19452778,2020-05-19
20591,Meghalaya,West Khasi Hills,25.52901389,91.26188611,2023-06-10
19902,Meghalaya,East Khasi Hills,25.300389,91.726722,2009-06-22
20204,Meghalaya,East Khasi Hills,25.566669464111328,91.90193939208984,2007-09-01
20142,Meghalaya,East Khasi Hills,25.54261016845703,92.10867309570312,2009-06-24
20143,Meghalaya,Jaintia Hills,25.54261016845703,92.09841918945312,2009-06-24
20055,Meghalaya,Jaintia Hills,25.435609817504883,91.862056,2009-07-10
19737,Meghalaya,West Khasi Hills,25.201000213623047,91.23400115966795,2008-08-05
19739,Meghalaya,West Khasi Hills,25.20282936096191,91.2090835571289,2008-08-03
20112,Meghalaya,West Khasi Hills,25.519729614257812,91.28443145751952,2007-07-18
20099,Meghalaya,West Khasi Hills,25.506669998168945,91.2831802368164,2007-07-12
19916,Meghalaya,West Khasi Hills,25.31488037109375,91.33367156982422,2007-07-12
19923,Meghalaya,West Khasi Hills,25.318479537963867,91.45262145996094,2007-07-12
20064,Meghalaya,West Khasi Hills,25.444650650024418,91.34622192382812,2007-07-10
20014,Meghalaya,West Khasi Hills,25.388029098510746,91.4697723388672,2007-06-09
20047,Meghalaya,West Khasi Hills,25.424999237060547,91.40499877929688,2007-08-11
20035,Meghalaya,West Khasi Hills,25.40130043029785,91.45854949951172,2007-08-11
20033,Meghalaya,West Khasi Hills,25.400230407714844,91.51589965820312,2007-06-09
20036,Meghalaya,South Garo hills,25.403061,90.724166,2007-08-11
23953,Mizoram,Aizawl,24.285871,92.94599151611328,2025-06-07
23955,Mizoram,Aizawl,24.354658126831055,92.925511,2025-05-22
22970,Mizoram,Aizawl,24.18561111,92.94536111,2013-08-08
22994,Mizoram,Aizawl,23.86638889,92.88138889,2022-09-25
23014,Mizoram,Aizawl,23.54380556,92.70136111,2023-07-30
23016,Mizoram,Aizawl,23.53986111,92.70063889,2023-07-30
23019,Mizoram,Aizawl,23.52972222,92.69611111,2023-07-27
23020,Mizoram,Aizawl,23.49991667,92.70136111,2023-05-26
22953,Mizoram,Aizawl,24.27138889,92.95999908447266,2023-07-17
23095,Mizoram,Aizawl,23.73305556,92.75,2024-07-15
23099,Mizoram,Aizawl,23.74916667,92.7375030517578,2024-06-23
23109,Mizoram,Aizawl,23.73888889,92.71472222,2024-08-14
23117,Mizoram,Aizawl,23.74194444,92.71305556,2024-08-14
23118,Mizoram,Aizawl,23.74388889,92.71222222,2024-07-13
23119,Mizoram,Aizawl,23.74722222,92.71805556,2024-06-25
23130,Mizoram,Aizawl,23.69972222,92.71749877929688,2024-06-13
23138,Mizoram,Aizawl,23.70249938964844,92.72138889,2024-06-25
23139,Mizoram,Aizawl,23.69805556,92.72277778,2024-06-25
23140,Mizoram,Aizawl,23.69361111,92.72250366210938,2024-06-21
23210,Mizoram,Aizawl,23.61583333,92.79111111,2023-09-16
23222,Mizoram,Aizawl,23.60111111,92.75888889,2024-05-19
23252,Mizoram,Aizawl,23.56555556,92.7074966430664,2024-07-12
23265,Mizoram,Aizawl,23.53805556,92.71861111,2024-05-22
