sample_id,state,latitude,longitude,label,sample_type
1,arunachal pradesh,28.125518993191047,93.1466813016961,0,background
2,arunachal pradesh,27.52899000584823,93.7879198406145,0,background
3,arunachal pradesh,28.196579130624585,95.73661732230772,0,background
4,arunachal pradesh,27.50444885104733,96.1161364616646,0,background
5,arunachal pradesh,27.722163243161006,91.72161759886404,0,background
6,arunachal pradesh,29.158655585793916,95.89137782486634,0,background
7,arunachal pradesh,28.611570446276534,93.52186909537437,0,background
8,arunachal pradesh,27.421817668457646,96.55026733292333,0,background
9,arunachal pradesh,27.863437960285395,97.11162295738336,0,background
10,arunachal pradesh,28.705321142031828,95.28436548576785,0,background
11,arunachal pradesh,27.623427858561165,93.19532348200707,0,background
12,arunachal pradesh,29.194288387887898,95.57800891733922,0,background
13,arunachal pradesh,29.326140191485816,95.77437268207818,0,background
14,arunachal pradesh,28.375612966246706,95.66742772585584,0,background
15,arunachal pradesh,27.983772349381002,93.13311994042122,0,background
16,arunachal pradesh,28.390534126145706,94.42387859993785,0,background
17,arunachal pradesh,28.909441524085945,95.92005124192008,0,background
18,arunachal pradesh,27.67281524801754,91.91982311661243,0,background
19,arunachal pradesh,27.00010327638493,93.49720322432202,0,background
20,arunachal pradesh,29.140322041532663,95.80692102191153,0,background
21,arunachal pradesh,27.863663802859268,96.03578052009334,0,background
22,arunachal pradesh,27.32317296688728,92.49931470452668,0,background
23,arunachal pradesh,27.138618937356558,97.15324637305217,0,background
24,arunachal pradesh,28.929054805881236,95.16521156721447,0,background
25,arunachal pradesh,27.968811016957257,96.69749648418643,0,background
26,arunachal pradesh,28.7924943091509,94.66144231054953,0,background
27,arunachal pradesh,29.333371362027748,96.05228966829331,0,background
28,arunachal pradesh,28.270158298153586,93.8897152691035,0,background
29,arunachal pradesh,28.038680663504408,97.11931408929924,0,background
30,arunachal pradesh,27.452853576138484,93.3626923482856,0,background
31,arunachal pradesh,28.1921628860999,93.73373154420685,0,background
32,arunachal pradesh,28.878633848538783,95.72791602416545,0,background
33,arunachal pradesh,29.079019299429852,94.63668714052604,0,background
34,arunachal pradesh,29.170846703687452,95.67640144524849,0,background
35,arunachal pradesh,29.055159020562833,94.52723028708364,0,background
36,arunachal pradesh,28.342746193767802,95.49426193488333,0,background
37,arunachal pradesh,27.054060535424135,92.97728443128821,0,background
38,arunachal pradesh,27.712859985637312,92.17216301919426,0,background
39,arunachal pradesh,27.500017856639154,94.08509850301013,0,background
40,arunachal pradesh,26.91887626315808,95.25186818671223,0,background
41,arunachal pradesh,27.10526595895237,93.42456994274177,0,background
42,arunachal pradesh,28.115803037310187,93.57785195971137,0,background
43,arunachal pradesh,27.81210672373015,96.81293356632096,0,background
44,arunachal pradesh,28.574616414820266,95.98554832251484,0,background
45,arunachal pradesh,28.252245332176397,94.07705918202294,0,background
46,arunachal pradesh,29.369457651361436,96.08555454222423,0,background
47,arunachal pradesh,27.559826921956812,91.70549569201356,0,background
48,arunachal pradesh,28.13515584245334,95.70867774421187,0,background
49,arunachal pradesh,27.375718182174214,96.43358383325652,0,background
50,arunachal pradesh,27.838312119794637,92.2505709457022,0,background
51,arunachal pradesh,27.702307808802498,93.26747891812335,0,background
52,arunachal pradesh,28.57481685793373,95.42705970967953,0,background
53,arunachal pradesh,27.490991614199483,92.57957850844235,0,background
54,arunachal pradesh,27.20735752124419,92.19760310766847,0,background
55,arunachal pradesh,28.11038371011743,94.43063491993207,0,background
56,arunachal pradesh,28.04470147769581,92.7460775280871,0,background
57,arunachal pradesh,27.37812322978712,93.17638796468543,0,background
58,arunachal pradesh,27.886855001540493,94.64985377965,0,background
59,arunachal pradesh,27.336698355530014,96.50024232317865,0,background
60,arunachal pradesh,27.679452123320505,94.16915180439578,0,background
61,arunachal pradesh,28.747585557625698,94.53901335898047,0,background
62,arunachal pradesh,29.084774109877294,95.25128684124194,0,background
63,arunachal pradesh,28.345134676098702,96.57458665352874,0,background
64,arunachal pradesh,27.42033997719549,94.0658753716216,0,background
65,arunachal pradesh,28.84321046178052,95.13262621577121,0,background
66,arunachal pradesh,28.17559802898292,94.56010030958788,0,background
67,arunachal pradesh,27.735783403515715,96.32652148414476,0,background
68,arunachal pradesh,27.86365986240375,94.68769603847221,0,background
69,arunachal pradesh,27.937576244446284,96.9770766560052,0,background
70,arunachal pradesh,26.971526422129678,93.517200193301,0,background
71,arunachal pradesh,27.41396442182354,92.90323564777616,0,background
72,arunachal pradesh,28.498030835004613,93.80615122541771,0,background
73,arunachal pradesh,27.486341151247554,93.36700504241571,0,background
74,arunachal pradesh,27.537458199392244,92.69046005812861,0,background
75,arunachal pradesh,29.176334375776122,95.6188654537722,0,background
76,arunachal pradesh,28.331289371340514,95.2839197898466,0,background
77,arunachal pradesh,27.006127610874927,92.47196225166124,0,background
78,arunachal pradesh,27.40957411053299,96.61071182807139,0,background
79,arunachal pradesh,28.201496854235966,93.07961007118132,0,background
80,arunachal pradesh,28.018480144990118,97.14986492078395,0,background
81,arunachal pradesh,28.550121170790135,94.80604097852536,0,background
82,arunachal pradesh,28.294312947857673,93.37693382309982,0,background
83,arunachal pradesh,28.57455075810408,93.93011155456219,0,background
84,arunachal pradesh,28.67448569545016,94.06442098191613,0,background
85,arunachal pradesh,27.607516595184034,91.67747097823177,0,background
86,arunachal pradesh,28.744758365946055,95.13854844205424,0,background
87,arunachal pradesh,27.968908901948698,94.16388661621714,0,background
88,arunachal pradesh,28.08441133169169,93.00419282620547,0,background
89,arunachal pradesh,27.070666929292333,92.20044649242176,0,background
90,arunachal pradesh,28.933286862980058,94.72293363980239,0,background
91,arunachal pradesh,28.686615714154016,94.6655137987612,0,background
92,arunachal pradesh,28.061095958485335,96.35429847851157,0,background
93,arunachal pradesh,28.27046963126423,96.4820686249887,0,background
94,arunachal pradesh,27.539599086890277,96.5872090000896,0,background
95,arunachal pradesh,28.042810793682236,96.2057001710934,0,background
96,arunachal pradesh,27.189456195165896,92.15724363895082,0,background
97,arunachal pradesh,28.064100124842945,97.06896091364459,0,background
98,arunachal pradesh,27.70678085622985,92.63744890415045,0,background
99,arunachal pradesh,27.92424339798117,95.21407889145571,0,background
100,arunachal pradesh,28.100117437851473,97.22272065168967,0,background
101,arunachal pradesh,27.041377505411617,93.04707727212569,0,background
102,arunachal pradesh,28.002965681886614,94.40577608156573,0,background
103,arunachal pradesh,27.560028866360906,96.67116684010675,0,background
104,arunachal pradesh,29.058038865948266,94.51026147639755,0,background
105,arunachal pradesh,28.115778724566056,95.85252098057455,0,background
106,arunachal pradesh,28.181189439450307,96.20892332816588,0,background
107,arunachal pradesh,28.088280249389378,93.64047193105225,0,background
108,arunachal pradesh,28.82908926320985,96.16155584914519,0,background
109,arunachal pradesh,28.281760049430954,96.38047021944345,0,background
110,arunachal pradesh,27.74295293777518,96.68766575851215,0,background
111,arunachal pradesh,27.523214014931217,91.66571738149551,0,background
112,arunachal pradesh,28.992112977594434,94.26487016410091,0,background
113,arunachal pradesh,28.047288955545774,95.51644533389451,0,background
114,arunachal pradesh,29.015511995290847,94.6492574294417,0,background
115,arunachal pradesh,27.53376473357941,96.38820857451474,0,background
116,arunachal pradesh,29.08960886632375,95.68372693420771,0,background
117,arunachal pradesh,27.018916296555023,95.68343707369043,0,background
118,arunachal pradesh,28.17978671690133,92.99287621786584,0,background
119,arunachal pradesh,26.968794920145157,92.36358712922642,0,background
120,arunachal pradesh,28.73422461411574,96.40240033107399,0,background
121,arunachal pradesh,28.28808305468695,93.56819133626384,0,background
122,arunachal pradesh,28.424308400562428,94.92284964409102,0,background
123,arunachal pradesh,28.178497021682016,93.80950927316765,0,background
124,arunachal pradesh,27.691526207533563,92.12917837275346,0,background
125,arunachal pradesh,27.18253734387602,92.79210928607273,0,background
126,arunachal pradesh,27.775194834119908,96.6047387163427,0,background
127,arunachal pradesh,27.956152036818413,93.18332619353312,0,background
128,arunachal pradesh,28.264194303886256,93.39555464420117,0,background
129,arunachal pradesh,28.193793597587625,95.97380965414357,0,background
130,arunachal pradesh,28.586365960016597,94.10906237382261,0,background
131,arunachal pradesh,27.71278341539904,94.37799830147654,0,background
132,arunachal pradesh,27.639637386147037,91.59719287282435,0,background
133,arunachal pradesh,28.60594085420573,94.06681513703575,0,background
134,arunachal pradesh,27.848165543477595,97.05145896124253,0,background
135,arunachal pradesh,28.36396015582876,95.45601081182281,0,background
136,arunachal pradesh,27.768542487634278,96.03276266182993,0,background
137,arunachal pradesh,28.379330213811972,94.56457269807174,0,background
138,arunachal pradesh,27.755742863999103,96.47548935317643,0,background
139,arunachal pradesh,27.763322758791297,94.4101699463426,0,background
140,arunachal pradesh,28.646773661255263,96.35990067133562,0,background
141,arunachal pradesh,28.346758622223184,94.4047611197054,0,background
142,arunachal pradesh,27.082021405573013,92.20574442227591,0,background
143,arunachal pradesh,28.679807234569594,95.36951718406554,0,background
144,arunachal pradesh,28.65790992968201,93.76760629397492,0,background
145,arunachal pradesh,27.886702702490275,93.19344650081904,0,background
146,arunachal pradesh,28.18667604537864,97.30195488228382,0,background
147,arunachal pradesh,28.257928372411612,96.89077738001015,0,background
148,arunachal pradesh,27.19615846055969,93.02513708370364,0,background
149,arunachal pradesh,28.089007700335454,95.90402018520258,0,background
150,arunachal pradesh,28.623252351662618,93.87713860567521,0,background
151,arunachal pradesh,28.409739867434222,94.25587694429642,0,background
152,arunachal pradesh,27.652280150031338,92.11844293987087,0,background
153,arunachal pradesh,28.297704443607863,96.47252887474747,0,background
154,arunachal pradesh,27.17750816054869,93.42834946685362,0,background
155,arunachal pradesh,27.68068159287976,93.82201641684385,0,background
156,arunachal pradesh,28.36669019073631,95.0298784597585,0,background
157,arunachal pradesh,28.02898081320535,95.97264738523494,0,background
158,arunachal pradesh,28.292924084090355,94.14703963149421,0,background
159,arunachal pradesh,28.054798055428545,97.24366021761948,0,background
160,arunachal pradesh,27.748242883547945,94.44088755680897,0,background
161,arunachal pradesh,28.637010393591446,93.50252579685808,0,background
162,arunachal pradesh,27.88730602058922,92.71015533951542,0,background
163,arunachal pradesh,27.3795973275878,96.17145027554886,0,background
164,arunachal pradesh,27.172696599015296,93.19279302964097,0,background
165,arunachal pradesh,27.68581109934547,95.86645467491235,0,background
166,arunachal pradesh,26.92205266058274,93.06908767234502,0,background
167,arunachal pradesh,27.445655365791335,92.26865645286279,0,background
168,arunachal pradesh,28.938556938588885,96.28355593365386,0,background
169,arunachal pradesh,27.938785698217824,97.01183945725337,0,background
170,arunachal pradesh,27.719383808124103,91.87398659043652,0,background
171,arunachal pradesh,27.61164369531567,94.50773298878485,0,background
172,arunachal pradesh,26.963201395709756,92.11710536945267,0,background
173,arunachal pradesh,28.588244949952816,95.45897627977577,0,background
174,arunachal pradesh,28.23179494441546,93.89250219860811,0,background
175,arunachal pradesh,28.744858233347333,96.23203515799575,0,background
176,arunachal pradesh,28.690922752412185,96.27943815385217,0,background
177,arunachal pradesh,27.179533508113632,92.0971523964501,0,background
178,arunachal pradesh,27.470239402612187,95.96704915109629,0,background
179,arunachal pradesh,27.96917842164915,93.92485636929646,0,background
180,arunachal pradesh,28.974763649293976,96.07990757496677,0,background
181,arunachal pradesh,27.08673755253948,92.05264660962379,0,background
182,arunachal pradesh,27.57089259467936,92.29052892491636,0,background
183,arunachal pradesh,28.173786589101983,93.60331905719171,0,background
184,arunachal pradesh,27.656528536125627,96.81355672811125,0,background
185,arunachal pradesh,28.71717403140116,95.38182573214418,0,background
186,arunachal pradesh,28.47633741496368,93.26529871184857,0,background
187,arunachal pradesh,28.301407101770753,97.0110068599722,0,background
188,arunachal pradesh,27.736932731648803,94.53030228183871,0,background
189,arunachal pradesh,28.157475905247004,93.4672703357776,0,background
190,arunachal pradesh,28.01321944865968,92.74521699327897,0,background
191,arunachal pradesh,27.78240324052455,93.28041245127231,0,background
192,arunachal pradesh,27.398863270625384,93.66080542847219,0,background
193,arunachal pradesh,27.9182240335741,97.35528040161165,0,background
194,arunachal pradesh,28.17803805439345,93.7280838645003,0,background
195,arunachal pradesh,28.589764029925117,93.52297445593942,0,background
196,arunachal pradesh,28.139756150107292,94.93577578926732,0,background
197,arunachal pradesh,28.71124105069408,95.2329113148647,0,background
198,arunachal pradesh,27.69782723956066,92.27586054087458,0,background
199,arunachal pradesh,28.072452520218018,92.96770282327151,0,background
